#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-10T19:03:50 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-10T19:03:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.add=_1&-c.r=  2&-c.geom=r&-source=I/352/gedr3dis&-order=I&-out.orig=standard&-out=Source&-out=RA_ICRS&-out=DE_ICRS&-out=rgeo&-out=b_rgeo&-out=B_rgeo&-out=rpgeo&-out=b_rpgeo&-out=B_rpgeo&-out=Flag&-out.max=unlimited&-c.eq=J2000&-c.u=arcmin&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	header_format=mini	
#INFO	header_format=mini	

#RESOURCE=yCat_1352
#Name: I/352
#Title: Distances to 1.47 billion stars in Gaia EDR3 (Bailer-Jones+, 2021)
#INFO	ivoid=ivo://cds.vizier/i/352	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/352	    IVOID of underlying data collection
#INFO	creator=Bailer-Jones C.A.L.	    First author or institution
#INFO	cites=bibcode:2021AJ....161..147B	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/352	    Dataset landing page
#INFO	publication_date=2024-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	I_352_gedr3dis:
#Name: I/352/gedr3dis
#Title: Estimating distances from parallaxes (1467744818 sources)
#Column	_1	(A40)	The original question (from your input file)	[ucd=meta.id]
#Column	Source	(I19)	Source identifier, identical to the Gaia-EDR3 source_id (id)	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2016.0 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2016.0 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	rgeo	(F15.8)	? Median of the geometric distance posterior (r_med_geo)	[ucd=pos.distance;stat.mean]
#Column	b_rgeo	(F14.8)	? 16th percentile of the geometric distance posterior (r_lo_geo)	[ucd=pos.distance;stat.min]
#Column	B_rgeo	(F14.8)	? 84th percentile of the geometric distance posterior (r_hi_geo)	[ucd=pos.distance;stat.max]
#Column	rpgeo	(F15.8)	? Median of the photogeometric distance posterior (r_med_photogeo)	[ucd=pos.distance;stat.mean]
#Column	b_rpgeo	(F14.8)	? 16th percentile of the photogeometric distance posterior (r_lo_photogeo)	[ucd=pos.distance;stat.min]
#Column	B_rpgeo	(F14.8)	? 84th percentile of the photogeometric distance posterior (r_hi_photogeo)	[ucd=pos.distance;stat.max]
#Column	Flag	(I5)	Flag (flag) (1)	[ucd=meta.code]
_1	Source	RA_ICRS	DE_ICRS	rgeo	b_rgeo	B_rgeo	rpgeo	b_rpgeo	B_rpgeo	Flag
HD 216946                               	1985889321716073472	344.06745764319	+49.75155783620	  3499.06226000	 2270.34985000	 5265.54346000	  2359.93433000	 2105.38477000	 2585.20044000	10033
HD 216946                               	1985889356075810304	344.07033751825	+49.75478339193	  4928.97705000	 3637.22144000	 6559.01904000	  4139.92529000	 3507.34302000	 4813.12744000	10033
HD 216946                               	1985889356082424960	344.07385321297	+49.75829902865	   945.87249800	  905.64593500	  987.31768800	   830.88226300	  813.05468800	  844.87451200	10033
HD 216946                               	1985889386142964736	344.10240548230	+49.76647990145	  3847.74756000	 2886.74854000	 5064.77930000	  2894.49707000	 2357.54126000	 3842.58276000	10033
HD 216946                               	1985889386142965376	344.11454899550	+49.76335978983	  2866.04102000	 2106.80322000	 4528.17432000	  2874.32642000	 2559.99561000	 3280.59766000	10033
HD 216946                               	1985889386142965504	344.11468215163	+49.76154424856	   278.45056200	  276.08630400	  280.26828000	   278.61923200	  276.89773600	  280.67993200	10033
HD 216946                               	1985889390435550464	344.09453134534	+49.76403495078	  1991.98755000	 1324.15784000	 2855.12378000	  2038.68799000	 1764.52075000	 2277.50879000	10033
HD 216946                               	1985889390435557760	344.09435247295	+49.75639920302	  1192.12671000	  792.77215600	 2083.31104000	  1491.76904000	  932.96575900	 2482.93848000	10033
HD 216946                               	1985889390435558400	344.10325761181	+49.75882323238	  2277.97998000	 1643.41895000	 3505.60352000	  2487.88672000	 2233.79053000	 2743.47021000	10033
HD 216946                               	1985889390435930496	344.10661222399	+49.76501078137	  2887.50293000	 2511.91675000	 3546.26123000	  2655.22266000	 2336.85327000	 3029.58618000	10033
HD 216946                               	1985889390435930752	344.10476638445	+49.76314016806	  3815.05591000	 2592.01660000	 5494.48438000	  2802.86719000	 2531.19556000	 3120.64575000	10033
HD 216946                               	1985889390435931136	344.10677569942	+49.76200500467	  2559.07349000	 1774.98071000	 3604.36475000	  5469.76758000	 4532.53174000	 6706.91699000	10033
HD 216946                               	1985889390442163712	344.10073542973	+49.76521748261	  3521.63794000	 2835.58887000	 4458.29492000	  3372.78809000	 2929.57324000	 3841.41089000	10033
HD 216946                               	1985889390442205952	344.10119366003	+49.75406493937	  4536.31787000	 3188.13721000	 9255.92090000	  6372.33545000	 5592.08594000	 7415.03174000	21033
HD 216946                               	1985911788692383360	344.15435143783	+49.73585249057	  1752.60120000	 1395.87988000	 2335.30933000	  1542.89697000	 1420.89783000	 1673.14197000	10033
HD 216946                               	1985911788693864576	344.15771279093	+49.73420768535	  3075.76440000	 2085.69580000	 4423.01416000	  4047.06470000	 3516.45483000	 4704.72119000	10033
HD 216946                               	1985911792985010560	344.15864896017	+49.74007834217	  4021.01636000	 2614.14722000	 6352.02295000	  3517.68945000	 3100.02222000	 3882.27100000	10133
HD 216946                               	1985911861704474880	344.15170740527	+49.75113968223	  1355.27124000	  936.87908900	 1999.68799000	   978.38317900	  851.45959500	 1088.11267000	10033

HD 222404                               	2281777212238926848	354.82949137561	+77.60224050019	  1805.04919000	 1097.23291000	 3331.97119000	  3822.30615000	 3378.27295000	 4223.97314000	10033
HD 222404                               	2281777280958402304	354.81957963263	+77.60775103751	  2761.04565000	 1916.84790000	 4122.91797000	  7680.02100000	 6714.93311000	 8901.99707000	20033
HD 222404                               	2281777280959670144	354.80290678808	+77.61058589417	   404.60861200	  398.23730500	  409.26364100	   402.02194200	  396.84610000	  408.97854600	10033
HD 222404                               	2281777280959670272	354.82561554596	+77.60839338537	  3008.47217000	 2563.58423000	 3495.06177000	  2887.48267000	 2549.86475000	 3346.25073000	10033
HD 222404                               	2281777315318142976	354.86430444471	+77.60711708765	  1577.71033000	  883.09002700	 2554.69458000	  2905.48828000	 2575.04834000	 3353.15869000	20033
HD 222404                               	2281777315318143872	354.91087615903	+77.61521948165	   523.94415300	  395.16177400	  746.66394000	   537.29046600	  372.03421000	 1232.58142000	20033
HD 222404                               	2281777315318144384	354.91242687235	+77.60802938513	  1810.37537000	 1256.53162000	 3054.10718000	  3571.45093000	 3092.73218000	 4063.14355000	10033
HD 222404                               	2281777315318441088	354.90121453153	+77.60329413003	  1608.29944000	  812.29339600	 4626.43555000	  6147.45215000	 5483.70703000	 6973.87695000	20033
HD 222404                               	2281777315319574912	354.90062205934	+77.61283067042	  1035.18738000	  996.94299300	 1089.73621000	  1022.88159000	  990.03118900	 1065.91077000	10033
HD 222404                               	2281777349677883008	354.92998553871	+77.60989742755	  2926.72510000	 1519.81799000	 4674.97217000	 11406.88180000	 9386.96387000	14063.96580000	20033
HD 222404                               	2281777384039050752	354.90195637309	+77.61839416000	   709.49835200	  686.42993200	  738.50592000	   699.72326700	  683.36853000	  714.68151900	10033
HD 222404                               	2281777414103241344	354.96289075631	+77.63436748993	   549.27655000	  473.20141600	  643.08447300	   696.27636700	  575.37817400	  851.93286100	10033
HD 222404                               	2281777414103241856	354.98481144948	+77.62806330482	  4612.88867000	 3498.01807000	 7443.51904000	  3970.82495000	 3298.33350000	 5105.86572000	10033
HD 222404                               	2281777418396348928	354.93215446929	+77.62333468307	  1509.69189000	 1172.29224000	 2273.50171000	  1863.62695000	 1650.43945000	 2114.92871000	10033
HD 222404                               	2281777418398787712	354.93656348646	+77.63103044638	  1698.82764000	 1657.65613000	 1753.29761000	  1699.31128000	 1660.10840000	 1744.20007000	10033
HD 222404                               	2281777418398787840	354.94134146329	+77.62997930966	  1499.55737000	 1435.19617000	 1562.16907000	  1489.17773000	 1423.15637000	 1544.73132000	10033
HD 222404                               	2281777418398788736	354.97386716448	+77.62721571034	  5290.18262000	 4727.14648000	 5983.17334000	  5052.87793000	 4570.75244000	 5668.49512000	10033
HD 222404                               	2281778036874972800	354.80421861866	+77.61358527598	  6794.90137000	 4383.36768000	10063.89650000	  4484.57520000	 3882.74292000	 5065.06104000	10033
HD 222404                               	2281778071231016704	354.72905519117	+77.62023877000	  2999.57422000	 1413.69995000	 4843.01416000	  5013.91748000	 4337.97412000	 5629.11768000	10033
HD 222404                               	2281778071231017088	354.72826735646	+77.61476635873	  2540.15576000	 1747.19714000	 3867.06543000	  2035.74292000	 1800.71204000	 2314.07178000	10033
HD 222404                               	2281778071233651968	354.73797697391	+77.62057254610	  1550.10071000	 1458.46594000	 1660.07800000	  1546.73267000	 1468.50098000	 1629.09033000	10033
HD 222404                               	2281778071233811072	354.74054212866	+77.62658347898	  1913.39331000	 1209.57397000	 2731.75610000	  7114.26709000	 6371.62939000	 8145.57959000	20033
HD 222404                               	2281778105590749440	354.78043244810	+77.62805533928	   912.80944800	  771.18835400	 1093.49084000	  1346.34570000	 1044.76318000	 1554.46143000	10033
HD 222404                               	2281778105592423424	354.79119017296	+77.63285247191	  3127.36890000	 2050.21802000	 5175.23340000	  2924.40967000	 2574.67407000	 3392.74927000	10033
HD 222404                               	2281778105593390464	354.76574325779	+77.62110847288	  3033.75781000	 2769.15576000	 3363.29785000	  3493.20630000	 3147.55835000	 3938.91675000	10033
HD 222404                               	2281778105594488192	354.83578083298	+77.63312481415	    13.78808690	   13.76407530	   13.81442170	    13.78262520	   13.75107770	   13.80823800	10033
HD 222404                               	2281778139950847360	354.89167258460	+77.63652229279	  4065.20020000	 2485.92480000	 7321.65820000	  7960.44336000	 6714.60107000	 9448.86816000	10033
HD 222404                               	2281778139953291392	354.89253011818	+77.63383669114	  3871.48560000	 3406.37549000	 4451.08398000	  3475.41992000	 3160.27539000	 3919.81714000	10033
HD 222404                               	2281778174311602304	354.93691455947	+77.63618347839	  2961.55615000	 1687.13721000	 4545.83301000	  6414.20850000	 5614.64941000	 7192.38037000	20033
HD 222404                               	2281778208671338368	354.90580765183	+77.64120593305	  5369.64648000	 2198.92090000	11863.95120000	               	              	              	21099
HD 222404                               	2281778208671338624	354.90798747518	+77.64107815684	  4980.22510000	 3631.74438000	 7075.72461000	  6859.45117000	 5830.98535000	 8032.59912000	10033
HD 222404                               	2281778243030050176	354.94541264571	+77.65505989040	  4560.85107000	 3332.03442000	 6475.95117000	  5338.05518000	 4322.94727000	 6381.53906000	10033
HD 222404                               	2281778243032500224	354.91935704378	+77.65314711997	  2232.98828000	 2059.57446000	 2471.02930000	  2159.68677000	 2009.34973000	 2332.65601000	10033
HD 222404                               	2281778243032503808	354.95395350838	+77.64743246690	  6525.06543000	 4769.77881000	 8874.51953000	  4184.54883000	 3598.53784000	 5122.97900000	10033
HD 222404                               	2281778277389440640	354.72678157983	+77.63143368197	  1765.35376000	 1342.03259000	 2253.61084000	  1395.24585000	 1255.39600000	 1545.61072000	10033
HD 222404                               	2281778277392080640	354.70510638956	+77.63287766599	  5105.77979000	 3472.41846000	 7255.98730000	  3441.44556000	 2912.05518000	 3959.67310000	10033
HD 222404                               	2281778277392080768	354.70678417221	+77.63010990328	  2852.55420000	 1647.38672000	 4928.63281000	  4273.89355000	 3676.23145000	 5143.28369000	10033
HD 222404                               	2281778277392080896	354.69607608296	+77.62680597430	  2664.63525000	 2000.80774000	 3478.70190000	  2314.81104000	 2049.56250000	 2728.12793000	10033
HD 222404                               	2281778277393141248	354.72540918657	+77.62772523617	  2412.09033000	 1327.48181000	 3921.06616000	  2397.93457000	 2125.65918000	 2757.89673000	10033
HD 222404                               	2281778311749522176	354.81058037154	+77.64783551356	  1729.28979000	 1197.18835000	 2457.29907000	  5512.09375000	 4739.93848000	 6507.89990000	10033
HD 222404                               	2281778311749524864	354.75603293656	+77.63938635435	  1694.22925000	 1120.13684000	 2396.98682000	  4063.82495000	  767.66815200	 5904.35400000	10133
HD 222404                               	2281778311750659840	354.78111093257	+77.63425462739	  2423.39844000	 1711.00134000	 3624.09985000	  5336.66504000	 4590.95508000	 6649.55127000	10033
HD 222404                               	2281778311751976064	354.77973781545	+77.64058326176	   285.64450100	  284.20828200	  286.79864500	   285.67382800	  284.33606000	  286.87280300	10033
HD 222404                               	2281778346108916352	354.71698561601	+77.64815573555	  3514.06616000	 2536.01001000	 6042.64551000	  2733.84863000	 2420.92871000	 3053.14526000	10033
HD 222404                               	2281778346108916736	354.68962111865	+77.63713055897	  3108.22729000	 1801.11023000	 5358.59033000	  3049.43872000	 2596.00098000	 3450.26074000	10033
HD 222404                               	2281778380468994816	354.74805972818	+77.64850628091	  1325.94214000	  978.07647700	 1942.34802000	  2433.82642000	 2159.68872000	 2751.27710000	10033
HD 222404                               	2281778410535652096	354.90841149370	+77.65685630970	  2443.15698000	 1386.35522000	 4512.45703000	  7807.54492000	 6583.10889000	 9196.63086000	20033
HD 222404                               	2281778414828738304	354.87149812723	+77.65242908810	  2984.44165000	 1947.77673000	 4143.25635000	  6101.68262000	 5311.92383000	 7301.71289000	10033
HD 222404                               	2281778414829766528	354.83293959508	+77.64936828075	  1995.88635000	  941.91796900	 2966.95068000	  2303.14551000	 1980.88171000	 2620.12573000	20033
HD 222404                               	2281778414829784960	354.90210242341	+77.65380417267	  3323.00488000	 2468.43652000	 4453.18408000	  2420.72241000	 2156.33301000	 2820.87744000	10033
HD 222404                               	2281778414831191040	354.88406210214	+77.65292026615	  3670.57666000	 2696.36523000	 5577.63818000	  5066.41357000	 4274.94824000	 6217.09570000	10033
HD 222404                               	2281778444895391744	354.92158372572	+77.65981692215	  2002.07202000	 1662.93237000	 2579.35229000	  1863.81580000	 1692.51733000	 2110.96362000	10033
HD 222404                               	2281778483551609600	354.85203077163	+77.66042200760	  8406.12598000	 4104.12061000	10239.58010000	  2938.40283000	 2673.08862000	 3337.42944000	11033
HD 222404                               	2281781301049642752	354.73007220870	+77.65135300340	  1515.02393000	  700.72314500	 2345.19385000	  8223.17773000	 7020.11572000	 9355.75879000	20033
HD 222404                               	2281781335407636736	354.78515794595	+77.66008717421	  1495.93445000	  853.97863800	 2306.86377000	  5643.66211000	 4872.92041000	 6543.50781000	10033
HD 222404                               	2281781335407670144	354.80653751609	+77.66401753452	  2424.12451000	 1508.89050000	 4422.77295000	  3736.83008000	 3331.09229000	 4149.48291000	20033
HD 222404                               	2281781335408948096	354.76666007897	+77.65730445418	   491.11599700	  480.25820900	  502.07855200	   494.96017500	  484.58172600	  506.16790800	10033

HD 197345                               	2070395547752100864	310.37005166921	+45.25132116280	  1691.20776000	 1450.31116000	 2069.04077000	  1686.63574000	 1423.31421000	 1985.98535000	10033
HD 197345                               	2070395552042393984	310.36710107982	+45.24869327129	  2982.42114000	 1434.33630000	 4334.35840000	  7243.78857000	 5618.95215000	10124.73930000	10033
HD 197345                               	2070395552042404352	310.37228938539	+45.24959485371	  1462.41760000	  945.82257100	 2203.56494000	  6649.62402000	 5731.40527000	 8144.91699000	20033
HD 197345                               	2070395616471573248	310.34958202852	+45.25323920238	   258.61068700	  257.89901700	  259.23159800	   258.59063700	  257.91088900	  259.47363300	10033
HD 197345                               	2070395616471573504	310.34957374770	+45.25002352679	  3837.27368000	 2482.96533000	 5868.26270000	  2643.84229000	 2050.75659000	 3656.63794000	10033
HD 197345                               	2070395620761783680	310.34864872982	+45.25297461719	   243.79692100	  241.00712600	  246.88516200	   243.13356000	  240.39421100	  245.58628800	10033
HD 197345                               	2070395620761797760	310.35359967958	+45.25480200398	  2536.61548000	 1729.30310000	 3727.13330000	  2766.22363000	 2094.97461000	 4326.38770000	10033
HD 197345                               	2070395620761799936	310.35245750178	+45.25888237442	  1960.02478000	 1069.94739000	 3066.04468000	  4994.47217000	 3156.45752000	 7427.70215000	10033
HD 197345                               	2070395620773945216	310.35411569345	+45.25236868667	  1868.16772000	 1818.73120000	 1942.36780000	  1870.40955000	 1815.60022000	 1946.99731000	10033
HD 197345                               	2070395620777630080	310.35940646680	+45.25902653128	  4329.04980000	 3452.13501000	 5277.15674000	  3498.77148000	 3043.12500000	 4080.00854000	10033
HD 197345                               	2070395650831316480	310.37094295958	+45.25357531907	  5656.05029000	 3251.12793000	 9032.24512000	  4029.87720000	 2737.45020000	 6351.12451000	10033
HD 197345                               	2070395650831318144	310.37563510308	+45.25322374334	  1632.93225000	 1084.65222000	 2310.49951000	  1957.57788000	 1184.10706000	 3201.74146000	10033
HD 197345                               	2070395650831319552	310.38222359689	+45.25221534335	  4153.81738000	 2183.41626000	 7108.21240000	  4567.82568000	 3720.41406000	 6333.20703000	10033
HD 197345                               	2070395650831319680	310.38195219093	+45.25772860517	  5111.88818000	 3233.74365000	 8480.14941000	  3235.75000000	 2592.21118000	 4258.86865000	10033
HD 197345                               	2070395650831319936	310.38232442537	+45.25668512343	  3688.63501000	 2285.47583000	 7534.94141000	  3269.58594000	 2258.62451000	 4467.51953000	10033
HD 197345                               	2070395655121659648	310.37840946801	+45.26131083834	  3773.78345000	 1722.16406000	 6365.29736000	  2542.20020000	 1965.48035000	 3555.63184000	10033
HD 197345                               	2070395655121667200	310.38151154729	+45.26270722451	  2681.76953000	 1631.04138000	 4829.93311000	  4238.93994000	 3291.01733000	 5676.45801000	10033
HD 197345                               	2070395655133698176	310.37808524497	+45.26044318631	  6256.67432000	 4500.73096000	 8729.88672000	  5425.32373000	 4008.53467000	 7416.95166000	10033
HD 197345                               	2070395655134142464	310.37638435362	+45.25344277131	  2677.67456000	 1354.72839000	 4842.53516000	               	              	              	10099
HD 197345                               	2070395685191059328	310.38677564789	+45.27246296671	  2316.05688000	 1475.06116000	 3954.86206000	  2379.25073000	 1985.11731000	 3306.92505000	10033
HD 197345                               	2070395685191059968	310.38747485658	+45.26289384061	  2795.51807000	 1895.98401000	 4328.71289000	  3027.19434000	 2126.69702000	 5180.28076000	10033
HD 197345                               	2070395685191061504	310.39114747967	+45.27464250998	  5658.98535000	 3694.05518000	10169.23140000	  3427.73730000	 2598.53857000	 4985.24170000	10033
HD 197345                               	2070395685191062656	310.39338544999	+45.26682976676	  2773.27344000	 1768.02417000	 3960.89380000	  2083.45264000	 1642.39722000	 2626.91724000	10033
HD 197345                               	2070395689481420800	310.38410085559	+45.26837251185	  3425.07886000	 1977.20581000	 5905.31836000	  4070.63867000	 2006.19666000	 8193.65527000	20033
HD 197345                               	2070395689493441152	310.38837700008	+45.26575308621	  2165.07666000	 2017.65112000	 2354.35693000	  2153.95410000	 1994.75171000	 2307.35547000	10033
HD 197345                               	2070395689493446912	310.39473665219	+45.26444758614	  1353.50159000	 1285.60815000	 1410.30103000	  1346.38403000	 1289.79871000	 1407.36938000	10033
HD 197345                               	2070395719550793472	310.37124511100	+45.25659716506	  2701.96875000	 1635.71680000	 3863.28101000	  3332.77759000	 1597.95862000	 4797.11816000	10133
HD 197345                               	2070395719550794112	310.37257631294	+45.26479798351	  3117.53613000	 1682.66199000	 5413.50879000	 19517.09180000	16241.63380000	24717.09960000	10033
HD 197345                               	2070395723841102464	310.36734019091	+45.26244142680	  3244.74341000	 2037.11401000	 4413.86572000	  7861.64795000	 6340.13379000	10256.50200000	10033
HD 197345                               	2070395723841124096	310.37335992963	+45.25895958669	   666.07830800	  584.04315200	  775.19445800	  1490.32837000	  833.35595700	 1763.13232000	10133
HD 197345                               	2070395723841128448	310.36868661290	+45.27031602237	  3598.97632000	 2282.34644000	 5115.89990000	  2566.19604000	 2114.11865000	 3096.46826000	10133
HD 197345                               	2070395723843229568	310.37418701352	+45.25959151922	   944.18719500	  503.66586300	 1845.38367000	 12366.15430000	 9257.83301000	15988.36430000	20033
HD 197345                               	2070395723843560448	310.36775970056	+45.27105922475	  2642.32373000	 1283.50684000	 5168.16016000	 14651.71880000	 2869.61694000	18543.46880000	10133
HD 197345                               	2070395723853166080	310.36020695716	+45.26693805117	  4868.04297000	 2321.52979000	 9450.45508000	  2553.98804000	  715.11059600	 4091.22412000	10123
HD 197345                               	2070395723853167232	310.36918859715	+45.25631871882	  3441.14014000	 1875.50732000	 6337.97607000	  3285.86743000	 2707.99878000	 4410.64209000	10033
HD 197345                               	2070395723853172992	310.37102889932	+45.26514274184	  1758.44434000	 1669.20203000	 1864.66345000	  1772.03149000	 1655.04846000	 1877.73792000	10033
HD 197345                               	2070395723853174528	310.37215825543	+45.26895864590	  3575.41650000	 3165.03979000	 4089.26270000	  3732.04468000	 3302.12573000	 4322.29639000	10033
HD 197345                               	2070395723853175552	310.37626660640	+45.26755597860	  1217.98523000	 1111.17480000	 1358.10840000	  1202.63879000	 1120.31384000	 1369.26843000	10033
HD 197345                               	2070395753910534272	310.37933437954	+45.26791044803	  4937.23779000	 3689.67383000	 6770.81396000	  4868.46387000	 3229.90503000	 7285.15039000	10033
HD 197345                               	2070395758200877568	310.36975957990	+45.27800590601	   621.77435300	  602.41491700	  642.41003400	   626.98370400	  604.30181900	  655.30548100	10033
HD 197345                               	2070395758200884480	310.37626271108	+45.27248466418	  4535.02686000	 2860.21167000	 6565.37109000	  3611.51685000	 2616.21191000	 5041.06201000	10033
HD 197345                               	2070395758200888320	310.37534188255	+45.27685319370	  3226.40698000	 2060.16113000	 5335.76465000	  4413.95850000	 2844.01392000	 5792.24023000	10033
HD 197345                               	2070395758200896896	310.37871921805	+45.27655856795	  2928.29858000	 1222.87842000	 5515.17090000	 10512.50390000	 8591.58301000	13339.79590000	10033
HD 197345                               	2070395758200909440	310.38480663394	+45.27463540353	  1454.63879000	  943.98901400	 3031.60425000	  4009.54175000	 3069.52197000	 6363.23291000	10033
HD 197345                               	2070395758200910080	310.37846248766	+45.28515341733	  3035.10718000	 1871.80908000	 9304.45410000	 12953.33400000	 3970.27246000	16563.39840000	10133
HD 197345                               	2070395758200919936	310.38389715165	+45.28260713688	  2319.53735000	 1053.46826000	 3989.64746000	  3858.75391000	 2929.46411000	 6465.79736000	10033
HD 197345                               	2070395758202848768	310.37624222603	+45.28188943585	  2768.91162000	 2076.35107000	 4264.27490000	  9734.94141000	 7499.13770000	11393.64260000	10033
HD 197345                               	2070395758202849152	310.37745858378	+45.28545356449	  3312.95850000	 1844.10742000	 7173.10986000	  7300.56592000	 5684.54053000	 9780.45605000	10033
HD 197345                               	2070395758203194368	310.37475670890	+45.27920088363	  2074.05908000	 1201.62390000	 4758.17871000	  3913.54565000	 3211.52588000	 5549.71143000	10033
HD 197345                               	2070395758212919296	310.37840723852	+45.28405128855	  1848.95679000	 1624.63904000	 2143.41650000	  1848.19104000	 1667.50391000	 2058.05078000	10033
HD 197345                               	2070395758212923008	310.38691070998	+45.27495234048	   523.90435800	  516.28747600	  531.04028300	   522.79699700	  515.73193400	  530.68347200	10033
HD 197345                               	2070395758213364352	310.38024207312	+45.28735243555	  1608.48535000	 1467.29126000	 1802.32910000	  1644.60498000	 1471.62073000	 1845.16736000	10033
HD 197345                               	2070397162659816448	310.40015719795	+45.28249305687	  1549.59924000	 1471.02417000	 1635.72693000	  1531.72290000	 1453.13257000	 1607.89001000	10033
HD 197345                               	2070397162659816704	310.40115186210	+45.27988804199	  3467.58154000	 1809.19849000	 6501.02686000	  3263.39233000	 2367.66602000	 5347.53467000	10033
HD 197345                               	2070397166950215296	310.39585284162	+45.27613769525	  2372.49243000	 1357.35913000	 3627.80908000	 14652.55570000	11046.11820000	22138.74610000	10033
HD 197345                               	2070397166950221184	310.39893220207	+45.27395386465	  3138.17773000	 1982.69678000	 5368.84570000	 11711.89750000	 9727.18945000	14207.15040000	20033
HD 197345                               	2070397166950237952	310.40385947263	+45.27715713440	  3611.02051000	 2120.77441000	 4838.01660000	  3896.58252000	 3121.83398000	 5494.21680000	10033
HD 197345                               	2070397166962209024	310.39732785895	+45.28459167725	   763.25567600	  746.99395800	  782.16845700	   776.12554900	  756.17932100	  798.43725600	10033
HD 197345                               	2070397166962212608	310.40299777720	+45.28463555866	  2130.43457000	 2019.89209000	 2249.68774000	  2132.25439000	 1965.51758000	 2280.68555000	10033
HD 197345                               	2070397166965868160	310.39996357752	+45.27694303882	  2352.65723000	 1677.02979000	 5278.89941000	  3243.01660000	 2614.60278000	 4233.22900000	10033
HD 197345                               	2070397231379287680	310.38980354374	+45.29755122117	  3317.79395000	 1795.15051000	 5865.96240000	  4205.28369000	 3293.07227000	 6138.90186000	10033
HD 197345                               	2070397235669675392	310.38835375439	+45.28081552688	  1912.40686000	 1744.85950000	 2153.40283000	  1807.16248000	 1695.20789000	 2002.72607000	10033
HD 197345                               	2070397235669683072	310.38092718072	+45.29435703149	  2497.05029000	 1470.05371000	 3732.80542000	 12154.70610000	 9900.48535000	15239.04980000	10033
HD 197345                               	2070397235669685760	310.38635032735	+45.28779813484	  2094.68604000	 1365.63049000	 3216.99365000	  4559.86230000	 3831.16846000	 5770.35986000	10033
HD 197345                               	2070397235669687552	310.38398779358	+45.29250336034	  2509.00659000	 1481.69287000	 3983.43481000	  4159.23242000	 3253.75635000	 6161.59668000	10033
HD 197345                               	2070397235669705984	310.38605786627	+45.29908054324	  3560.89258000	 2567.42261000	 5126.49463000	 14353.19140000	11848.62790000	19515.74410000	20033
HD 197345                               	2070397235671599104	310.38125879526	+45.28955250761	  3230.53394000	 1973.53662000	 5334.55469000	  9493.08691000	 7516.25146000	12109.05180000	10033
HD 197345                               	2070397235681682816	310.39202167155	+45.28494046388	  5671.14502000	 4029.29639000	 8209.70703000	  6354.27832000	 4071.42822000	 7923.02441000	10133
HD 197345                               	2070397235685464064	310.38776935825	+45.29080148246	  5260.45020000	 2805.41138000	 9722.12012000	  3302.98633000	 2157.79468000	 4935.54492000	10033
HD 197345                               	2070397235685464192	310.39014626397	+45.29106780839	  1398.49463000	 1146.97937000	 1691.53101000	  1337.38025000	 1159.85205000	 1555.76685000	10033
HD 197345                               	2070397235685469312	310.39244678301	+45.29266015077	  2093.12231000	 1403.24939000	 3197.28296000	  8846.04102000	 7129.82324000	11114.87300000	10033
HD 197345                               	2070397265739031168	310.39975022101	+45.29421764284	  4901.86719000	 3258.84155000	 7560.08252000	  3703.96582000	 2776.82471000	 6510.94043000	10033
HD 197345                               	2070397265739143296	310.39271316654	+45.30024358379	  1924.56421000	 1198.65649000	 3248.95630000	  2228.49951000	 1449.84985000	 3757.37207000	10033
HD 197345                               	2070407333142354688	310.34076843187	+45.25532333450	  3067.46558000	 1946.66443000	 4325.85596000	  2732.90552000	 2126.21484000	 3866.67773000	10033
HD 197345                               	2070407337432546048	310.33748071239	+45.25488671527	  2735.08350000	 1505.46448000	 5066.34570000	 13405.89550000	 6695.31348000	18577.61130000	20033
HD 197345                               	2070407337444718848	310.33817905490	+45.25241856973	  1373.10132000	 1208.57007000	 1603.73596000	  1438.43018000	 1271.38452000	 1704.91003000	10033
HD 197345                               	2070407337448409600	310.33591174765	+45.25386123179	  3376.16504000	 2401.47852000	 4966.83203000	  6077.19727000	 5048.92627000	 7839.37793000	10033
